ensg hgnc
ENSG00000198876 DCAF12
ENSG00000165006 UBAP1
ENSG00000164978 NUDT2
ENSG00000164972 C9orf24
ENSG00000164970 FAM219A
ENSG00000168913 ENHO
ENSG00000164967 RPP25L
ENSG00000137100 DCTN3
ENSG00000147955 SIGMAR1
ENSG00000213930 GALT
ENSG00000137070 IL11RA
ENSG00000213927 CCL27
ENSG00000187186 RP11-195F19.5
ENSG00000230074 RP11-195F19.9
ENSG00000172724 CCL19
ENSG00000137094 DNAJB5
ENSG00000165280 VCP
ENSG00000221829 FANCG
ENSG00000165282 PIGO
ENSG00000165283 STOML2
ENSG00000005238 FAM214B
ENSG00000198722 UNC13B
ENSG00000198853 RUSC2
ENSG00000107140 TESK1
ENSG00000137101 CD72
ENSG00000137078 SIT1
ENSG00000159884 CCDC107
ENSG00000137135 ARHGEF39
ENSG00000198467 TPM2
ENSG00000137076 TLN1
ENSG00000107175 CREB3
ENSG00000070610 GBA2
ENSG00000107185 RGP1
ENSG00000215183 MSMP
ENSG00000227388 RP11-112J3.16
ENSG00000159899 NPR2
ENSG00000137098 SPAG8
ENSG00000137133 HINT2
ENSG00000137103 TMEM8B
ENSG00000204930 FAM221B
ENSG00000122707 RECK
ENSG00000122694 GLIPR2
ENSG00000122705 CLTA
ENSG00000159921 GNE
ENSG00000137075 RNF38
ENSG00000165304 MELK
ENSG00000196092 PAX5
ENSG00000250850 RP11-297B17.3
ENSG00000260100 RP11-220I1.5
ENSG00000233137 RP11-220I1.1
ENSG00000147905 ZCCHC7
ENSG00000137106 GRHPR
ENSG00000168795 ZBTB5
ENSG00000137054 POLR1E
ENSG00000147912 FBXO10
ENSG00000175768 TOMM5
ENSG00000255872 RP11-613M10.9
ENSG00000165275 TRMT10B
ENSG00000107371 EXOSC3
ENSG00000122741 DCAF10
ENSG00000122696 SLC25A51
ENSG00000107338 SHB
ENSG00000137124 ALDH1B1
ENSG00000180071 ANKRD18A
ENSG00000204860 FAM201A
ENSG00000196409 ZNF658
ENSG00000204837 RP11-204M4.2
ENSG00000237357 RP11-475I24.3
ENSG00000235659 RP11-374M1.5
ENSG00000182368 FAM27A
ENSG00000238113 RP11-262H14.1
ENSG00000234665 RP11-262H14.3
ENSG00000170161 RP11-262H14.4
ENSG00000204790 CBWD6
ENSG00000172014 ANKRD20A4
ENSG00000147996 CBWD5
ENSG00000269337 AL591479.1
ENSG00000196873 CBWD3
ENSG00000154330 PGM5
ENSG00000233178 RP11-88I18.2
ENSG00000234506 RP11-274B18.2
ENSG00000107242 PIP5K1B
ENSG00000187866 FAM122A
ENSG00000165060 FXN
ENSG00000119139 TJP2
ENSG00000107282 APBA1
ENSG00000261447 RP11-109D9.4
ENSG00000188647 PTAR1
ENSG00000204711 C9orf135
ENSG00000204706 MAMDC2-AS1
ENSG00000268364 SMC5-AS1
ENSG00000198887 SMC5
ENSG00000119138 KLF9
ENSG00000135048 TMEM2
ENSG00000107362 ABHD17B
ENSG00000155621 C9orf85
ENSG00000225434 RP11-63P12.6
ENSG00000107372 ZFAND5
ENSG00000165092 ALDH1A1
ENSG00000135046 ANXA1
ENSG00000135045 C9orf40
ENSG00000203321 RP11-197P3.4
ENSG00000156017 C9orf41
ENSG00000106733 NMRK1
ENSG00000134996 OSTF1
ENSG00000099139 PCSK5
ENSG00000135002 RFK
ENSG00000187210 GCNT1
ENSG00000106772 PRUNE2
ENSG00000232998 VPS13A-AS1
ENSG00000197969 VPS13A
ENSG00000156052 GNAQ
ENSG00000148019 CEP78
ENSG00000135069 PSAT1
ENSG00000106829 TLE4
ENSG00000196781 TLE1
ENSG00000233926 RP11-154D17.1
ENSG00000172159 FRMD3
ENSG00000148057 IDNK
ENSG00000135018 UBQLN1
ENSG00000254473 RP11-522I20.3
ENSG00000165113 GKAP1
ENSG00000165115 KIF27
ENSG00000165118 C9orf64
ENSG00000165119 HNRNPK
ENSG00000178966 RMI1
ENSG00000135049 AGTPBP1
ENSG00000135040 NAA35
ENSG00000135052 GOLM1
ENSG00000135070 ISCA1
ENSG00000083223 ZCCHC6
ENSG00000180447 GAS1
ENSG00000196730 DAPK1
ENSG00000135047 CTSL
ENSG00000156345 CDK20
ENSG00000106723 SPIN1
ENSG00000130045 NXNL2
ENSG00000186354 C9orf47
ENSG00000213694 S1PR3
ENSG00000148082 SHC3
ENSG00000123975 CKS2
ENSG00000187742 SECISBP2
ENSG00000187764 SEMA4D
ENSG00000130222 GADD45G
ENSG00000165025 SYK
ENSG00000235641 LINC00484
ENSG00000148090 AUH
ENSG00000165030 NFIL3
ENSG00000090054 SPTLC1
ENSG00000196305 IARS
ENSG00000198000 NOL8
ENSG00000188312 CENPP
ENSG00000127080 IPPK
ENSG00000185963 BICD2
ENSG00000127081 ZNF484
ENSG00000127084 FGD3
ENSG00000157303 SUSD3
ENSG00000165233 C9orf89
ENSG00000131669 NINJ1
ENSG00000165238 WNK2
ENSG00000188938 FAM120AOS
ENSG00000048828 FAM120A
ENSG00000197724 PHF2
ENSG00000158079 PTPDC1
ENSG00000269946 RP11-2B6.3
ENSG00000175787 ZNF169
ENSG00000148110 HIATL1
ENSG00000165140 FBP1
ENSG00000148120 C9orf3
ENSG00000158169 FANCC
ENSG00000185920 PTCH1
ENSG00000271314 RP11-435O5.6
ENSG00000271155 RP11-435O5.5
ENSG00000182150 ERCC6L2
ENSG00000225194 LINC00092
ENSG00000130958 SLC35D2
ENSG00000165244 ZNF367
ENSG00000130956 HABP4
ENSG00000081377 CDC14B
ENSG00000158122 AAED1
ENSG00000081386 ZNF510
ENSG00000196597 ZNF782
ENSG00000196312 HIATL2
ENSG00000136943 CTSV
ENSG00000203279 RP11-498P14.5
ENSG00000197816 CCDC180
ENSG00000196116 TDRD7
ENSG00000136842 TMOD1
ENSG00000136925 TSTD2
ENSG00000136937 NCBP1
ENSG00000136936 XPA
ENSG00000136932 C9orf156
ENSG00000136929 HEMGN
ENSG00000136938 ANP32B
ENSG00000095380 NANS
ENSG00000106785 TRIM14
ENSG00000106789 CORO2A
ENSG00000095383 TBC1D2
ENSG00000165138 ANKS6
ENSG00000119514 GALNT12
ENSG00000106799 TGFBR1
ENSG00000119523 ALG2
ENSG00000106803 SEC61B
ENSG00000119508 NR4A3
ENSG00000255145 RP11-60I3.5
ENSG00000136874 STX17
ENSG00000023318 ERP44
ENSG00000119509 INVS
ENSG00000136891 TEX10
ENSG00000066697 MSANTD3
ENSG00000136897 MRPL50
ENSG00000136870 ZNF189
ENSG00000155827 RNF20
ENSG00000136824 SMC2
ENSG00000136783 NIPSNAP3A
ENSG00000165028 NIPSNAP3B
ENSG00000165029 ABCA1
ENSG00000230013 RP11-217B7.3
ENSG00000070214 SLC44A1
ENSG00000106701 FSD1L
ENSG00000228317 RP11-235C23.5
ENSG00000106692 FKTN
ENSG00000186051 TAL2
ENSG00000095209 TMEM38B
ENSG00000119318 RAD23B
ENSG00000136826 KLF4
ENSG00000070061 IKBKAP
ENSG00000119328 FAM206A
ENSG00000119326 CTNNAL1
ENSG00000106771 TMEM245
ENSG00000241978 AKAP2
ENSG00000136810 TXN
ENSG00000198121 LPAR1
ENSG00000136813 KIAA0368
ENSG00000173258 ZNF483
ENSG00000106853 PTGR1
ENSG00000059769 DNAJC25
ENSG00000242616 GNG10
ENSG00000148154 UGCG
ENSG00000106868 SUSD1
ENSG00000119314 PTBP3
ENSG00000119471 HSDL2
ENSG00000230185 C9orf147
ENSG00000165185 KIAA1958
ENSG00000148153 INIP
ENSG00000148158 SNX30
ENSG00000119457 SLC46A2
ENSG00000228623 ZNF883
ENSG00000136866 ZFP37
ENSG00000231528 FAM225A
ENSG00000136867 SLC31A2
ENSG00000119321 FKBP15
ENSG00000136868 SLC31A1
ENSG00000176386 CDC26
ENSG00000136875 PRPF4
ENSG00000119411 BSPRY
ENSG00000119431 HDHD3
ENSG00000148218 ALAD
ENSG00000148229 POLE3
ENSG00000157653 C9orf43
ENSG00000138835 RGS3
ENSG00000157657 ZNF618
ENSG00000228278 ORM2
ENSG00000106948 AKNA
ENSG00000235119 RP11-9M16.2
ENSG00000095397 DFNB31
ENSG00000136888 ATP6V1G1
ENSG00000157693 C9orf91
ENSG00000230601 RP11-402G3.3
ENSG00000181634 TNFSF15
ENSG00000106952 TNFSF8
ENSG00000148219 ASTN2
ENSG00000119401 TRIM32
ENSG00000136869 TLR4
ENSG00000136861 CDK5RAP2
ENSG00000106780 MEGF9
ENSG00000119402 FBXW2
ENSG00000095261 PSMD5
ENSG00000226752 PSMD5-AS1
ENSG00000119403 PHF19
ENSG00000056558 TRAF1
ENSG00000119397 CNTRL
ENSG00000119396 RAB14
ENSG00000148180 GSN
ENSG00000148175 STOM
ENSG00000175764 TTLL11
ENSG00000119421 NDUFA8
ENSG00000119446 RBM18
ENSG00000148187 MRRF
ENSG00000270102 RP11-498E2.8
ENSG00000095303 PTGS1
ENSG00000229245 RP11-542K23.7
ENSG00000136940 PDCL
ENSG00000056586 RC3H2
ENSG00000186130 ZBTB6
ENSG00000171448 ZBTB26
ENSG00000011454 RABGAP1
ENSG00000165209 STRBP
ENSG00000119522 DENND1A
ENSG00000106689 LHX2
ENSG00000119408 NEK6
ENSG00000136930 PSMB7
ENSG00000148200 NR6A1
ENSG00000224020 MIR181A2HG
ENSG00000185585 OLFML2A
ENSG00000136942 RPL35
ENSG00000136950 ARPC5L
ENSG00000136935 GOLGA1
ENSG00000173611 SCAI
ENSG00000119414 PPP6C
ENSG00000136933 RABEPK
ENSG00000044574 HSPA5
ENSG00000239705 RP11-65N13.8
ENSG00000165219 GAPVD1
ENSG00000119487 MAPKAP1
ENSG00000229582 RP11-423C15.3
ENSG00000167081 PBX3
ENSG00000196814 MVB12B
ENSG00000169155 ZBTB43
ENSG00000177125 ZBTB34
ENSG00000136828 RALGPS1
ENSG00000136856 SLC2A8
ENSG00000197958 RPL12
ENSG00000148356 LRSAM1
ENSG00000136830 FAM129B
ENSG00000136854 STXBP1
ENSG00000187024 PTRH1
ENSG00000160401 C9orf117
ENSG00000167094 TTC16
ENSG00000160404 TOR2A
ENSG00000095370 SH2D3C
ENSG00000136807 CDK9
ENSG00000136877 FPGS
ENSG00000106991 ENG
ENSG00000106992 AK1
ENSG00000160408 ST6GALNAC6
ENSG00000136840 ST6GALNAC4
ENSG00000167103 PIP5KL1
ENSG00000136908 DPM2
ENSG00000167106 FAM102A
ENSG00000171169 NAIF1
ENSG00000148339 SLC25A25
ENSG00000269988 RP11-395P17.11
ENSG00000234771 RP11-395P17.3
ENSG00000148334 PTGES2
ENSG00000171159 C9orf16
ENSG00000148337 CIZ1
ENSG00000106976 DNM1
ENSG00000167110 GOLGA2
ENSG00000175854 SWI5
ENSG00000167112 TRUB2
ENSG00000272696 RP11-339B21.13
ENSG00000167113 COQ4
ENSG00000167114 SLC27A4
ENSG00000167118 URM1
ENSG00000272593 RP11-339B21.11
ENSG00000136811 ODF2
ENSG00000119392 GLE1
ENSG00000228395 RP11-216B9.6
ENSG00000197694 SPTAN1
ENSG00000119333 WDR34
ENSG00000234705 HMGA1P4
ENSG00000119335 SET
ENSG00000160447 PKN3
ENSG00000160446 ZDHHC12
ENSG00000223478 RP11-545E17.3
ENSG00000160445 ZER1
ENSG00000107021 TBC1D13
ENSG00000167136 ENDOG
ENSG00000198917 C9orf114
ENSG00000171097 CCBL1
ENSG00000136802 LRRC8A
ENSG00000175287 PHYHD1
ENSG00000175283 DOLK
ENSG00000095319 NUP188
ENSG00000267834 RP11-167N5.5
ENSG00000148341 SH3GLB2
ENSG00000148343 FAM73B
ENSG00000167130 DOLPP1
ENSG00000095321 CRAT
ENSG00000119383 PPP2R4
ENSG00000188483 IER5L
ENSG00000268050 RP11-247A12.8
ENSG00000204055 RP11-247A12.2
ENSG00000233901 RP11-65J3.1
ENSG00000261334 RP11-65J3.14
ENSG00000239353 RP11-492E3.51
ENSG00000148335 NTMT1
ENSG00000148331 ASB6
ENSG00000136816 TOR1B
ENSG00000136827 TOR1A
ENSG00000136819 C9orf78
ENSG00000136878 USP20
ENSG00000187239 FNBP1
ENSG00000270755 RP11-138E2.1
ENSG00000148358 GPR107
ENSG00000107164 FUBP3
ENSG00000130711 PRDM12
ENSG00000130713 EXOSC2
ENSG00000097007 ABL1
ENSG00000050555 LAMC3
ENSG00000126883 NUP214
ENSG00000246851 RP11-544A12.8
ENSG00000126882 FAM78A
ENSG00000130723 PRRC2B
ENSG00000130714 POMT1
ENSG00000230289 RP11-334J6.6
ENSG00000130717 UCK1
ENSG00000107263 RAPGEF1
ENSG00000160563 MED27
ENSG00000196358 NTNG2
ENSG00000107290 SETX
ENSG00000125482 TTF1
ENSG00000125485 DDX31
ENSG00000125484 GTF3C4
ENSG00000165695 AK8
ENSG00000165698 C9orf9
ENSG00000165699 TSC1
ENSG00000165702 GFI1B
ENSG00000148308 GTF3C5
ENSG00000160271 RALGDS
ENSG00000148288 GBGT1
ENSG00000148296 SURF6
ENSG00000148297 MED22
ENSG00000148303 RPL7A
ENSG00000148290 SURF1
ENSG00000148291 SURF2
ENSG00000148248 SURF4
ENSG00000198870 C9orf96
ENSG00000148300 REXO4
ENSG00000160325 CACFD1
ENSG00000160326 SLC2A6
ENSG00000225756 DBH-AS1
ENSG00000123453 SARDH
ENSG00000160293 VAV2
ENSG00000235106 LINC00094
ENSG00000169925 BRD3
ENSG00000235138 RP11-374P20.4
ENSG00000273249 LL09NC01-251B2.3
ENSG00000196363 WDR5
ENSG00000186350 RXRA
ENSG00000130635 COL5A1
ENSG00000085265 FCN1
ENSG00000236403 RP11-447M12.2
ENSG00000130558 OLFM1
ENSG00000196422 PPP1R26
ENSG00000160345 C9orf116
ENSG00000122140 MRPS2
ENSG00000130559 CAMSAP1
ENSG00000238058 RP11-432J22.2
ENSG00000130560 UBAC1
ENSG00000148411 NACC2
ENSG00000260193 RP11-83N9.5
ENSG00000238227 C9orf69
ENSG00000165661 QSOX2
ENSG00000160360 GPSM1
ENSG00000213221 DNLZ
ENSG00000187796 CARD9
ENSG00000165684 SNAPC4
ENSG00000165689 SDCCAG3
ENSG00000165688 PMPCA
ENSG00000148384 INPP5E
ENSG00000148396 SEC16A
ENSG00000196366 C9orf163
ENSG00000148400 NOTCH1
ENSG00000237886 RP11-611D20.2
ENSG00000172889 EGFL7
ENSG00000169692 AGPAT2
ENSG00000165716 FAM69B
ENSG00000233016 SNHG7
ENSG00000204001 LCN8
ENSG00000244187 TMEM141
ENSG00000213213 CCDC183
ENSG00000228544 CCDC183-AS1
ENSG00000196642 RABL6
ENSG00000054148 PHPT1
ENSG00000177943 MAMDC4
ENSG00000107223 EDF1
ENSG00000127191 TRAF2
ENSG00000159069 FBXW5
ENSG00000176919 C8G
ENSG00000107317 PTGDS
ENSG00000214402 LCNL1
ENSG00000148362 C9orf142
ENSG00000169583 CLIC3
ENSG00000107331 ABCA2
ENSG00000180539 C9orf139
ENSG00000180549 FUT7
ENSG00000235117 RP11-229P13.20
ENSG00000107281 NPDC1
ENSG00000186193 SAPCD2
ENSG00000197355 UAP1L1
ENSG00000268996 AL807752.1
ENSG00000177239 MAN1B1
ENSG00000176978 DPP7
ENSG00000184709 LRRC26
ENSG00000176248 ANAPC2
ENSG00000176101 SSNA1
ENSG00000176058 TPRN
ENSG00000187713 TMEM203
ENSG00000188566 NDOR1
ENSG00000212864 RNF208
ENSG00000197191 C9orf169
ENSG00000188229 TUBB4B
ENSG00000188986 NELFB
ENSG00000198113 TOR4A
ENSG00000198435 NRARP
ENSG00000187609 EXD3
ENSG00000188747 NOXA1
ENSG00000165802 NSMF
ENSG00000130653 PNPLA7
ENSG00000182154 MRPL41
ENSG00000148399 DPH7
ENSG00000165724 ZMYND19
ENSG00000197070 ARRDC1
ENSG00000203993 C9orf37
ENSG00000181090 EHMT1
ENSG00000015171 ZMYND11
ENSG00000151240 DIP2C
ENSG00000107929 LARP4B
ENSG00000107937 GTPBP4
ENSG00000232656 IDI2-AS1
ENSG00000067064 IDI1
ENSG00000047056 WDR37
ENSG00000067057 PFKP
ENSG00000107959 PITRM1
ENSG00000067082 KLF6
ENSG00000165568 AKR1E2
ENSG00000187134 AKR1C1
ENSG00000196139 AKR1C3
ENSG00000173848 NET1
ENSG00000196372 ASB13
ENSG00000108021 FAM208B
ENSG00000057608 GDI2
ENSG00000272764 RP11-318E3.9
ENSG00000134461 ANKRD16
ENSG00000134452 FBXO18
ENSG00000232807 RP11-536K7.3
ENSG00000134470 IL15RA
ENSG00000134460 IL2RA
ENSG00000134453 RBM17
ENSG00000170525 PFKFB3
ENSG00000065675 PRKCQ
ENSG00000237943 PRKCQ-AS1
ENSG00000198879 SFMBT2
ENSG00000151657 KIN
ENSG00000165629 ATP5C1
ENSG00000165632 TAF3
ENSG00000197308 GATA3-AS1
ENSG00000243350 RP11-379F12.3
ENSG00000107485 GATA3
ENSG00000048740 CELF2
ENSG00000148429 USP6NL
ENSG00000271046 RP11-138I18.2
ENSG00000134463 ECHDC3
ENSG00000151461 UPF2
ENSG00000181192 DHTKD1
ENSG00000065665 SEC61A2
ENSG00000165609 NUDT5
ENSG00000151465 CDC123
ENSG00000228302 RP11-186N15.3
ENSG00000183049 CAMK1D
ENSG00000151468 CCDC3
ENSG00000123240 OPTN
ENSG00000065328 MCM10
ENSG00000107537 PHYH
ENSG00000226209 AL138764.1
ENSG00000086475 SEPHS1
ENSG00000165630 PRPF18
ENSG00000239665 RP11-295P9.3
ENSG00000273474 RP11-295P9.12
ENSG00000065809 FAM107B
ENSG00000185267 CDNF
ENSG00000187522 HSPA14
ENSG00000272853 RP11-398C13.6
ENSG00000152455 SUV39H2
ENSG00000152457 DCLRE1C
ENSG00000197889 MEIG1
ENSG00000176236 C10orf111
ENSG00000152464 RPP38
ENSG00000152465 NMT2
ENSG00000148468 FAM171A1
ENSG00000148481 FAM188A
ENSG00000165983 PTER
ENSG00000148484 RSU1
ENSG00000107611 CUBN
ENSG00000273153 RP11-406H21.2
ENSG00000107614 TRDMT1
ENSG00000229124 VIM-AS1
ENSG00000026025 VIM
ENSG00000234961 RP11-124N14.3
ENSG00000148488 ST8SIA6
ENSG00000165996 PTPLA
ENSG00000260589 RP11-390B4.5
ENSG00000136738 STAM
ENSG00000183748 MRC1L1
ENSG00000240291 RP11-499P20.2
ENSG00000225527 RP11-383B4.4
ENSG00000241058 NSUN6
ENSG00000152487 ARL5B-AS1
ENSG00000165997 ARL5B
ENSG00000120594 PLXDC2
ENSG00000078403 MLLT10
ENSG00000136770 DNAJC1
ENSG00000261671 RP11-573G6.6
ENSG00000148444 COMMD3
ENSG00000168283 BMI1
ENSG00000272366 RP11-573G6.10
ENSG00000150867 PIP4K2A
ENSG00000148450 MSRB2
ENSG00000179133 C10orf67
ENSG00000165312 OTUD1
ENSG00000107863 ARHGAP21
ENSG00000099256 PRTFDC1
ENSG00000273107 RP11-165A20.3
ENSG00000151023 ENKUR
ENSG00000185875 THNSL1
ENSG00000095777 MYO3A
ENSG00000077420 APBB1IP
ENSG00000233261 LINC00264
ENSG00000148459 PDSS1
ENSG00000136754 ABI1
ENSG00000107890 ANKRD26
ENSG00000136758 YME1L1
ENSG00000120539 MASTL
ENSG00000107897 ACBD5
ENSG00000262412 RP11-85G18.6
ENSG00000099246 RAB18
ENSG00000150054 MPP7
ENSG00000254635 WAC-AS1
ENSG00000095787 WAC
ENSG00000095739 BAMBI
ENSG00000224597 PTCHD3P1
ENSG00000197321 SVIL
ENSG00000107951 MTPAP
ENSG00000107968 MAP3K8
ENSG00000183621 ZNF438
ENSG00000148516 ZEB1
ENSG00000237797 RP11-472N13.3
ENSG00000165322 ARHGAP12
ENSG00000170759 KIF5B
ENSG00000120616 EPC1
ENSG00000233825 RP11-135A24.4
ENSG00000216937 CCDC7
ENSG00000150076 C10ORF68
ENSG00000273038 RP11-479G22.8
ENSG00000150093 ITGB1
ENSG00000233387 RP11-342D11.3
ENSG00000099250 NRP1
ENSG00000108094 CUL2
ENSG00000230534 RP11-297A16.2
ENSG00000095794 CREM
ENSG00000108100 CCNY
ENSG00000271335 RP11-324I22.4
ENSG00000198105 ZNF248
ENSG00000236514 RP11-162G10.5
ENSG00000175395 ZNF25
ENSG00000189180 ZNF33A
ENSG00000075407 ZNF37A
ENSG00000196693 ZNF33B
ENSG00000165733 BMS1
ENSG00000273008 RP11-351D16.3
ENSG00000169826 CSGALNACT2
ENSG00000169813 HNRNPF
ENSG00000230555 RP11-517P14.2
ENSG00000243660 ZNF487
ENSG00000196793 ZNF239
ENSG00000198298 ZNF485
ENSG00000169740 ZNF32
ENSG00000226245 ZNF32-AS1
ENSG00000107551 RASSF4
ENSG00000165511 C10orf25
ENSG00000165512 ZNF22
ENSG00000012779 ALOX5
ENSG00000165406 MARCH8
ENSG00000172671 ZFAND4
ENSG00000172661 FAM21C
ENSG00000188234 AGAP4
ENSG00000229227 RP11-38L15.2
ENSG00000259942 RP11-292F22.7
ENSG00000152726 FAM21B
ENSG00000107623 GDF10
ENSG00000107643 MAPK8
ENSG00000128805 ARHGAP22
ENSG00000128815 WDFY4
ENSG00000204161 C10orf128
ENSG00000225830 ERCC6
ENSG00000227345 PARG
ENSG00000174194 AGAP8
ENSG00000138293 NCOA4
ENSG00000138297 TIMM23
ENSG00000178440 LINC00843
ENSG00000204149 AGAP6
ENSG00000099290 FAM21A
ENSG00000188611 ASAH2
ENSG00000198964 SGMS1
ENSG00000226200 RP11-50E11.3
ENSG00000204147 ASAH2B
ENSG00000177613 CSTF2T
ENSG00000122952 ZWINT
ENSG00000151151 IPMK
ENSG00000122873 CISD1
ENSG00000072401 UBE2D1
ENSG00000108064 TFAM
ENSG00000122870 BICC1
ENSG00000108091 CCDC6
ENSG00000151150 ANK3
ENSG00000232682 RP11-388P9.2
ENSG00000254271 RP11-131N11.4
ENSG00000170312 CDK1
ENSG00000072422 RHOBTB1
ENSG00000272592 RP11-63A2.2
ENSG00000150347 ARID5B
ENSG00000182010 RTKN2
ENSG00000138311 ZNF365
ENSG00000181915 ADO
ENSG00000122877 EGR2
ENSG00000148572 NRBF2
ENSG00000171988 JMJD1C
ENSG00000272767 JMJD1C-AS1
ENSG00000165476 REEP3
ENSG00000108176 DNAJC12
ENSG00000272892 RP11-57G10.8
ENSG00000096717 SIRT1
ENSG00000148634 HERC4
ENSG00000108187 PBLD
ENSG00000096746 HNRNPH3
ENSG00000204130 RUFY2
ENSG00000138346 DNA2
ENSG00000122912 SLC25A16
ENSG00000138336 TET1
ENSG00000060339 CCAR1
ENSG00000165730 STOX1
ENSG00000107625 DDX50
ENSG00000165732 DDX21
ENSG00000198954 KIAA1279
ENSG00000122862 SRGN
ENSG00000122958 VPS26A
ENSG00000156502 SUPV3L1
ENSG00000229261 RP11-227H15.4
ENSG00000156510 HKDC1
ENSG00000156515 HK1
ENSG00000075073 TACR2
ENSG00000099282 TSPAN15
ENSG00000122859 NEUROG3
ENSG00000236154 RP11-343J3.2
ENSG00000171224 C10orf35
ENSG00000099284 H2AFY2
ENSG00000042286 AIFM2
ENSG00000156521 TYSND1
ENSG00000079332 SAR1A
ENSG00000180817 PPA1
ENSG00000172731 LRRC20
ENSG00000148730 EIF4EBP2
ENSG00000107719 PALD1
ENSG00000180644 PRF1
ENSG00000166224 SGPL1
ENSG00000166228 PCBD1
ENSG00000107731 UNC5B
ENSG00000198246 SLC29A3
ENSG00000107736 CDH23
ENSG00000214688 C10orf105
ENSG00000107738 C10orf54
ENSG00000197746 PSAP
ENSG00000107742 SPOCK2
ENSG00000138303 ASCC1
ENSG00000166295 ANAPC16
ENSG00000168209 DDIT4
ENSG00000269926 RP11-442H21.2
ENSG00000148719 DNAJB12
ENSG00000107745 MICU1
ENSG00000156026 MCU
ENSG00000122884 P4HA1
ENSG00000166321 NUDT13
ENSG00000122882 ECD
ENSG00000138286 FAM149B1
ENSG00000213551 DNAJC9
ENSG00000182180 MRPS16
ENSG00000236756 DNAJC9-AS1
ENSG00000227540 RP11-152N13.5
ENSG00000138279 ANXA7
ENSG00000166343 MSS51
ENSG00000107758 PPP3CB
ENSG00000268584 RP11-464F9.20
ENSG00000166317 SYNPO2L
ENSG00000172650 AGAP5
ENSG00000272140 RP11-574K11.29
ENSG00000176986 SEC24C
ENSG00000267964 AC022400.2
ENSG00000196968 FUT11
ENSG00000172586 CHCHD1
ENSG00000214655 ZSWIM8
ENSG00000166507 NDST2
ENSG00000148660 CAMK2G
ENSG00000122861 PLAU
ENSG00000035403 VCL
ENSG00000267957 RP11-178G16.4
ENSG00000185009 AP3M1
ENSG00000156110 ADK
ENSG00000156650 KAT6B
ENSG00000079393 DUSP13
ENSG00000156671 SAMD8
ENSG00000165637 VDAC2
ENSG00000165644 COMTD1
ENSG00000165655 ZNF503
ENSG00000273248 RP11-399K21.13
ENSG00000148655 C10orf11
ENSG00000156113 KCNMA1
ENSG00000148606 POLR3A
ENSG00000138326 RPS24
ENSG00000224596 ZMIZ1-AS1
ENSG00000108175 ZMIZ1
ENSG00000108179 PPIF
ENSG00000165424 ZCCHC24
ENSG00000253626 EIF5AL1
ENSG00000244733 RP11-506M13.3
ENSG00000226381 RP11-119F19.2
ENSG00000225484 RP11-773D16.1
ENSG00000272447 RP11-182L21.6
ENSG00000228570 NUTM2E
ENSG00000230091 TMEM254-AS1
ENSG00000133678 TMEM254
ENSG00000122359 ANXA11
ENSG00000122378 FAM213A
ENSG00000108219 TSPAN14
ENSG00000226659 RP11-137H2.4
ENSG00000271933 RP11-338I21.1
ENSG00000165678 GHITM
ENSG00000229404 LINC00858
ENSG00000107771 CCSER2
ENSG00000062650 WAPAL
ENSG00000227896 RP11-77P6.2
ENSG00000122367 LDB3
ENSG00000272631 RP11-359E3.4
ENSG00000107779 BMPR1A
ENSG00000173267 SNCG
ENSG00000148671 ADIRF
ENSG00000273413 RP11-96C23.15
ENSG00000148672 GLUD1
ENSG00000122376 FAM35A
ENSG00000223482 NUTM2A-AS1
ENSG00000224914 LINC00863
ENSG00000107789 MINPP1
ENSG00000198682 PAPSS2
ENSG00000138138 ATAD1
ENSG00000171862 PTEN
ENSG00000184719 RNLS
ENSG00000152766 ANKRD22
ENSG00000138134 STAMBPL1
ENSG00000107796 ACTA2
ENSG00000026103 FAS
ENSG00000107798 LIPA
ENSG00000119922 IFIT2
ENSG00000119917 IFIT3
ENSG00000185745 IFIT1
ENSG00000152778 IFIT5
ENSG00000152782 PANK1
ENSG00000138182 KIF20B
ENSG00000232229 LINC00865
ENSG00000148680 HTR7
ENSG00000148688 RPP30
ENSG00000180628 PCGF5
ENSG00000165338 HECTD2
ENSG00000228701 TNKS2-AS1
ENSG00000107854 TNKS2
ENSG00000174721 FGFBP3
ENSG00000272817 RP11-402D21.2
ENSG00000095564 BTAF1
ENSG00000107864 CPEB3
ENSG00000198060 MARCH5
ENSG00000119912 IDE
ENSG00000138160 KIF11
ENSG00000152804 HHEX
ENSG00000138190 EXOC6
ENSG00000138119 MYOF
ENSG00000138180 CEP55
ENSG00000148690 FRA10AC1
ENSG00000176273 SLC35G1
ENSG00000173145 NOC3L
ENSG00000108239 TBC1D12
ENSG00000119969 HELLS
ENSG00000138115 CYP2C8
ENSG00000107438 PDLIM1
ENSG00000059573 ALDH18A1
ENSG00000119977 TCTN3
ENSG00000138185 ENTPD1
ENSG00000226688 ENTPD1-AS1
ENSG00000095585 BLNK
ENSG00000077147 TM9SF3
ENSG00000155629 PIK3AP1
ENSG00000196233 LCOR
ENSG00000155640 C10orf12
ENSG00000231025 RP11-175O19.4
ENSG00000213390 ARHGAP19
ENSG00000165879 FRAT1
ENSG00000181274 FRAT2
ENSG00000225850 RP11-452K12.4
ENSG00000052749 RRP12
ENSG00000224474 AL355490.1
ENSG00000171314 PGAM1
ENSG00000171311 EXOSC1
